shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category
真悦居酒屋·炭火烤肉店,4.8,1693,130,大悦城,融合烤肉
盛江山自助烤肉,4.2,659,70,滨江道,烧烤烤串
暗号照旧海鲜麻小,4.9,760,120,西康路沿线,小龙虾
泰赞(和平大悦城店),4.7,8419,97,滨江道,东南亚菜
十五號大排档·打边炉(和平店),4.4,403,85,西康路沿线,粤菜馆
遇·四季椰子鸡(和平大悦城店),4.8,1051,97,五大道,火锅
红烟囱BBQ炭火烤肉(南市店),4.9,1964,86,南市,韩式烤肉
永元德传统铜火锅(长沙路店),4.2,42,67,五大道,老北京火锅
隐舍,4.0,98,80,五大道,川菜馆
胖哥俩肉蟹煲(天河城店),4.8,3664,84,和平路,肉蟹煲
徽湘印巷(五大道店),4.8,1259,104,五大道,徽菜
爱家味冰煮羊·蒙古羊排(万德庄店),4.9,1800,96,海光寺/六里台,烤串
久屋·奥庭,4.9,831,444,五大道,日本料理
九寸钉自助炭火烤肉·幻影旗舰店(恒隆店),4.7,8945,79,和平路,自助餐
纯粤(恒隆广场店),4.8,3545,109,和平路,粤菜馆
清真·古丽花儿·新疆美食(河南路店),4.9,4483,72,滨江道,新疆菜
三代烤肉(南开大悦城店),4.7,3777,123,南市,韩式烤肉
祖母的魔法厨房(天河城店),4.7,4359,78,和平路,西餐
必点海鲜·鲅鱼水饺(滨江道店),4.9,4505,170,和平路,海鲜
炉炉香饮食店(南市店),4.4,3964,15,南市,津味小吃
布拉格餐厅(民园店),4.4,2803,135,五大道,西餐
四季百味(和平店),4.7,201,145,五大道,天津菜
1981时尚西餐厅(西开教堂店),4.8,3858,143,滨江道,西餐
疆莱新疆餐厅(卫津路店),4.8,1317,65,南开大学/八里台,新疆菜
半天妖烤鱼(乐宾百货店),4.9,5615,81,滨江道,烤鱼
益尚鲜火锅鸡(万德庄直营店),4.7,772,52,海光寺/六里台,本地鸡窝火锅
饺子就酒,4.2,323,59,西康路沿线,其他中餐
清真古丽花儿·新疆风情(滨江道店),4.8,1585,72,和平路,新疆菜
三个渔夫•蒸汽海鲜(万德庄店),4.9,3482,193,海光寺/六里台,海鲜
盛辛巴·东北炭火烤肉(万德庄店),4.9,599,73,海光寺/六里台,融合烤肉
利丰源烤羊腿(小白楼店),4.4,87,86,小白楼,烤羊腿
这些年羊腿汤·烧烤(曲阜道店),4.8,3007,58,小白楼,烧烤烤串
晚酌翁草居.食·茶·酒(岳阳道店),4.9,1337,140,五大道,私房菜
晋乡居(南京路店),4.4,1047,52,小白楼,山西菜
和平十九号家宴,4.6,420,58,五大道,天津菜
铁真老姑红焖羊肉·刨冰王(总店),4.7,2193,50,南市,牛羊肉火锅
徽菜名门(五大道店),4.5,681,139,五大道,徽菜
桥头堡·坤德餐厅(和平店),4.6,662,70,五大道,天津菜
雀舞云南菜(天津天河城购物中心店),4.8,6682,82,和平路,云南菜|滇菜
鹅城粤菜馆(万德庄店),4.4,539,99,海光寺/六里台,顺德菜
小伦敦(五大道店),4.6,1875,105,五大道,西餐
只此一家纸上烤肉(总店),4.9,1905,96,海光寺/六里台,融合烤肉
贰楼烤肉(卫津路店),4.8,1625,101,南开大学/八里台,融合烤肉
度小月(恒隆广场店),4.5,16711,78,和平路,台湾菜
lasemana拉斯曼娜西班牙餐厅,4.8,1297,158,南市,西餐
津遇喜记·茶餐厅(新兴路店),4.3,97,49,鞍山道沿线,粤菜馆
川江渔翁(万德庄大街店),4.6,212,57,海光寺/六里台,川菜馆
吉祥毡房呼伦贝尔鲜羊火锅涮肉,4.8,1095,102,海光寺/六里台,牛羊肉火锅
薇马克印度餐厅 Vimarkitchen,4.6,4418,72,海光寺/六里台,东南亚菜
湊湊火锅·茶憩(和平大悦城店),4.8,3747,144,五大道,火锅
地狱厨房·日式居酒屋(和平总店),4.1,528,55,五大道,日本料理
廣東顺德菜(海信店),4.4,3758,77,小白楼,顺德菜
电台巷火锅(天津旗舰店),4.9,8364,125,南市,重庆火锅
郭靖烤全羊总店·烧烤·融合菜(天津小白楼店),4.8,1164,143,小白楼,内蒙菜
SeeHer西舍法餐厅,4.3,28,218,小白楼,西餐
西域楼兰·新疆餐厅(南开店),4.6,555,61,海光寺/六里台,新疆菜
真悦居酒屋(大悦城总店),4.8,4052,123,大悦城,日本料理
爱合牛-炭火烧肉·酒場·寿喜烧(大悦城店),4.4,1326,122,大悦城,日式烧烤/烤肉
安东鸡(南开大悦城店),4.7,3005,88,南市,韩国料理
姜虎东白丁韩国烤肉(米莱欧百货店),4.8,10934,127,滨江道,韩式烤肉
鱼酷PRO(南市大悦城南区店),4.9,1246,94,南市,烤鱼
肥记红焖羊肉(原广东路店),4.1,105,102,小白楼,牛羊肉火锅
知酒浓·老房酒馆(新华路店),4.8,191,79,滨江道,私房菜
哇啦哇啦 Wala Wala小白楼,4.7,3368,62,小白楼,韩国料理
老街称盘麻辣烫(天津总店),4.3,1096,64,海光寺/六里台,重庆火锅
哞哞碳烤羊腿(和平新兴路店),4.7,174,98,鞍山道沿线,烤羊腿
Akalaka啊咔啦咔韩国料理(吉利大厦店),4.8,5987,70,滨江道,韩国料理
盛和道铁板烧·日式放题,4.5,1589,321,海光寺/六里台,日式自助
四喜路螺蛳粉,4.4,152,26,小白楼,小吃快餐
雲山料理(成都道店),4.8,2183,157,五大道,日本料理
观宴·海鲜美学主题自助餐厅,4.5,7758,448,小白楼,自助餐
德顺延边烤肉·宵夜(和平店),4.3,367,60,南市,韩式烤肉
木屋烧烤(海光寺店),4.7,6569,85,鞍山道沿线,烤串
羊老赞火锅(云南路店),4.3,161,76,西康路沿线,牛羊肉火锅
大厨小串鸽子大王(万德庄店),4.0,76,58,海光寺/六里台,烤串
瑶·日式烧食,4.6,139,120,小白楼,日式烧烤/烤肉
倍儿硬可脆皮烤肉,4.7,315,35,滨江道,炙子烤肉
沧海書院·境界素食,4.8,73,228,海光寺/六里台,素食
北李妈妈菜(和平大悦城店),4.8,5171,77,滨江道,东北菜
1981时尚西餐厅(海信店),4.8,1430,199,小白楼,西餐
陈家屯火锅鸡(万德庄网红店),4.6,988,78,海光寺/六里台,炭火锅
赵财记·肠粉·煲仔饭(国贸店),4.4,62,33,小白楼,广州菜
阿甘粤菜馆(五大道店),4.6,455,93,五大道,粤菜馆
小龙坎火锅(荣业大街店),4.4,1051,109,南市,四川火锅
二姐家三个拿手菜(红磡大道店),4.4,476,57,海光寺/六里台,家常菜
韩时烤肉(天津天河城店),4.8,3958,96,和平路,韩式烤肉
湘芸(天河城店),4.3,109,85,和平路,湘菜
下江腩牛腩火锅(天津和平区店),4.2,77,76,小白楼,潮汕牛肉火锅
寻蜜,4.9,494,69,五大道,私房菜
青年公社(伊势丹店),4.7,7028,88,滨江道,烤鸭
买又大餐厅(沙市道店),4.5,2910,38,五大道,津味小吃
Meet Sun韩式大排档한식포차(天津滨江道店),4.8,218,74,滨江道,韩国料理
绿色庄园(红磡店),4.7,7265,86,海光寺/六里台,韩国料理
状元菜(滨江道店),4.4,319,52,滨江道,天津菜
鸡本无敌·炒鸡客江湖菜(五大道店),4.8,1263,88,五大道,川菜馆
鸟禾割烹料理,4.8,1561,164,鞍山道沿线,日本料理
芳竹园火锅(乐宾店),4.8,1827,64,滨江道,四川火锅
成桂西餐厅(河北路店),4.6,3266,220,五大道,西餐
七家哥贰店烤肉,4.7,594,108,滨江道,韩式烤肉
高胖妹面庄(滨江道店),4.8,1217,39,滨江道,面馆
喜在山舍·老宅吊锅·川卤酒馆(天河城店),4.8,2310,116,和平路,重庆火锅
蝎王府羊蝎子(荣业大街店),4.7,1237,105,南市,羊蝎子火锅
二姐家三个拿手菜(岳阳道店),4.5,345,63,五大道,家常菜
太兴餐厅(天河城店),4.7,3386,77,和平路,茶餐厅
大西家(鞍山道店),4.4,2042,63,鞍山道沿线,日式简餐/快餐
欣火锅·烧菜火锅创导店,4.5,496,91,西康路沿线,重庆火锅
Kim’s kitchen欧巴火锅炸鸡啤酒(友谊新天地店),4.9,2959,68,滨江道,韩国料理
天天鲜潮汕牛肉火锅,4.8,539,99,和平路,潮汕牛肉火锅
友膳·津味烤羊腿(五大道店),4.7,382,154,五大道,烤羊腿
泰阿泰.泰国餐厅,4.3,1946,116,和平路,东南亚菜
金阁家常菜馆(贵阳路店),4.5,1589,53,滨江道,天津菜
天丼の匠·天妇罗饭专门店(天津伊势丹),4.8,1166,52,滨江道,日本料理
九號烧肉.夜食,4.2,92,63,西康路沿线,韩式烤肉
味蜀吾老火锅,4.9,5004,98,鞍山道沿线,四川火锅
津门糕手•提拉米苏专门店,4.8,4559,49,滨江道,甜品
上帝厨房(和平店),4.7,938,99,五大道,火锅
六国三春·川菜(环球金融中心店),4.4,1337,158,和平路,川菜馆
大胡子•海鲜烧烤大排档(荣安大街店),4.4,4328,85,南市,烤串
北菜阿五·北点北面(国贸店),4.7,217,77,小白楼,东北菜
川越泰·泰式海鲜火锅(吉利大厦店),4.9,1926,129,滨江道,泰式火锅
北李妈妈菜(恒隆广场店),4.8,21410,79,和平路,东北菜
顺水行粥(五大道店),4.5,254,48,五大道,粥店
