shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category
犇羴烧烤铜锅涮肉,3.4,9,,宝坻区政府,烧烤烤串
17-kapok木棉,0.0,,,宝坻区,甜品
鲜果蜜语,0.0,,,宝坻区政府,面包烘焙
广东肠粉天福园,0.0,,,宝坻区,快餐简餐
城东人家,3.8,32,85.0,宝坻区,其他中餐
好运来蛋糕城,0.0,,,宝坻区,面包烘焙
大军饭店,3.6,4,,宝坻区,其他中餐
雀舞云南菜(宝坻店),3.4,1,,宝坻区,云南菜|滇菜
回民饭店,3.2,10,,宝坻区,特色菜
火炉岛韩式火拼烧烤涮,3.6,4,,京津新城,韩国料理
水晶厨房(宝坻店),3.3,30,187.0,京津新城,快餐简餐
潮白河旺海泉1号农家院,3.6,25,75.0,宝坻区,农家菜
三小水煮鱼(商贸街店),3.8,80,64.0,宝坻区,酸菜鱼/水煮鱼
杨记烘焙 江南糕点(怡购店),0.0,,,怡购商业广场,面包烘焙
遇见水果吧,0.0,,,宝坻区,水果店
铁将军焖锅(熙园店),3.5,5,,京津新城,焖锅
北城烧烤,3.4,3,,宝坻区,烧烤烤串
牛天下火锅,3.8,20,48.0,宝坻区,火锅
红蜡烛海鲜粥城(宝坻店),3.7,526,59.0,宝坻区政府,粥店
天渝坊火锅,3.6,7,,京津新城,重庆火锅
爱慕西点,3.5,2,,宝坻区,甜品
醉仙阁饭庄,3.4,2,,宝坻区,农家菜
筷乐食代妈妈菜,3.6,42,61.0,宝坻区,东北菜
宝平烧烤,3.5,1,,宝坻区,烤串
鼎香烤鸭,3.5,1,,宝坻区,烤鸭
南城鸽子王,3.4,7,,宝坻区,羊蝎子火锅
上海生煎,3.4,1,,宝坻区,生煎/锅贴
肥羊府(宝坻店),3.5,12,47.0,宝坻区,牛羊肉火锅
傻哥俩火锅鸡,3.0,,,京津新城,炭火锅
永庆火锅,0.0,,,宝坻区,重庆火锅
鑫港湾大虾火锅(原阿华大虾店),3.8,587,56.0,百货大楼,海鲜火锅
张阳饭店,3.7,1,,宝坻区,其他中餐
张国蔬菜,0.0,,,京津新城,生鲜
森源饭店,3.5,2,,宝坻区,其他中餐
客得福大锅鱼,3.6,1,,宝坻区,鱼火锅
溢香园柴火炖鱼农家炕,3.7,8,,宝坻区,农家菜
雪牧人烤肉,3.8,189,60.0,宝坻区,韩式烤肉
蹦蹦大盘鸡,3.6,1,,京津新城,新疆菜
麦琪香蛋糕房,3.5,2,,宝坻区,面包烘焙
三小水煮鱼(北城东路店),3.6,31,,宝坻区,川菜馆
胖子驴肉火烧,0.0,,,宝坻区,快餐简餐
江南绿豆酥,0.0,,,宝坻区,面包烘焙
马可遇菠萝,3.3,6,,宝坻区,咖啡厅
菜农场(海滨街店),0.0,,,宝坻区,水果生鲜
吉天炭火烤肉,3.5,93,,宝坻区,韩式烤肉
葫芦小镇,3.4,1,,宝坻区,陕菜
京城羊棒骨(二中店),3.7,17,,宝坻区,羊蝎子火锅
道佳火锅鸡,3.0,,,宝坻区,火锅
婆子妈重庆式幸福家宴,3.8,6,,宝坻区,其他中餐
超越火锅鸡,3.5,2,,宝坻区,火锅
福闯鲜羊肉,0.0,,,宝坻区,生鲜
虾吃虾涮(玫瑰湾店),0.0,6,,宝坻区,海鲜火锅
钰带湾二十八号农家院,3.7,2,,宝坻区,东北菜
京·东驴肉馆(商贸街店),3.8,89,65.0,宝坻区,快餐简餐
成简家厨,3.5,1,,京津新城,湘菜
水岸云天休闲民宿,3.4,1,,宝坻区,农家菜
浅草桥の小煮,3.5,3,,宝坻区,日式烧烤/烤肉
陈家屯正宗火锅鸡,2.9,20,,宝坻区,炭火锅
京味胡同印象,3.3,17,56.0,怡购商业广场,京菜
朋来菜馆,3.5,2,,宝坻区,其他中餐
阿东烤地瓜,0.0,,,宝坻区,小吃
饿狼窝窝大盘鸡,3.5,3,,京津新城,新疆菜
夜食记,3.6,88,83.0,宝坻区,烤串
永英涮羊肉(挹青路店),3.8,76,84.0,宝坻区,老北京火锅
牛腩火锅花样牛腩,3.6,3,,京津新城,火锅
和番丼饭(天津宝坻店),3.6,4,,宝坻区,日式简餐/快餐
四季香饭店,3.5,1,,宝坻区,川菜馆
董小姐一人一份酸菜鱼(宝坻店),3.4,1,,宝坻区政府,川菜馆
百川园巴乡石锅鱼,3.5,2,,宝坻区,川菜馆
聚福饭店,3.5,5,,宝坻区,其他中餐
新街口杠头卷子,3.6,89,42.0,宝坻区,天津菜
和和睦火锅烧烤(翡翠湾店),0.0,,,宝坻区,火锅
酥杨杨糕点南关大街,0.0,,,宝坻区,面包烘焙
畅心园快餐店大白店,0.0,,,宝坻区,快餐简餐
鹏天阁酒楼(珠江北环西路店),3.5,11,,京津新城,海鲜
峰哥果蔬店,0.0,,,宝坻区,水果店
昀和蛋糕店,3.5,1,,宝坻区,面包烘焙
luckincoffee瑞幸咖啡(北京科技大学天津学院店),3.9,20,,京津新城,咖啡厅
古城活公鸡宝坻店,3.0,2,,宝坻区,火锅
诸葛良活鱼现烤(宝坻店),3.9,946,70.0,怡购商业广场,烤鱼
冰城串吧宝坻店,3.7,369,74.0,宝坻区,烧烤烤串
新新贺鹏塞外羔羊火锅烧烤,0.0,,,宝坻区,牛羊肉火锅
懒熊火锅(宝坻店),0.0,,,宝坻区,水果生鲜
董家湾重庆老火锅(宝坻店),3.5,200,92.0,百货大楼,重庆火锅
羊二郎烤羊腿,3.5,1,,京津新城,烤羊腿
羊老爷羊蝎子火锅烧烤,3.4,1,,宝坻区,羊蝎子火锅
冯鲜生生鲜便利店,0.0,,,宝坻区,水果店
小二家水果捞,0.0,,,宝坻区,甜品
天里香韩国料理,3.6,80,72.0,京津新城,韩国料理
麦香蛋糕(G509店),3.5,1,,宝坻区,面包烘焙
金磊酒家,3.5,1,,宝坻区,粤菜馆
爱加倍奶茶炒酸奶,0.0,,,宝坻区,甜品
蜀娃子饭店,3.6,2,,宝坻区,苏浙菜
遇见你酸菜鱼VS水煮鱼,0.0,,,京津新城,酸菜鱼/水煮鱼
九品锅旋转小火锅,0.0,,,百货大楼,小火锅
刘记羊蝎子砂锅居,3.5,1,,宝坻区,羊蝎子火锅
九田家黑牛烤肉料理(劝宝店),3.7,67,96.0,宝坻区,韩国料理
小辛码头26号庆丰园农家院,3.5,1,,宝坻区,其他中餐
团团家,0.0,,,京津新城,西餐
桃源烧烤火锅,3.0,,,宝坻区,烧烤烤串
美美鲜果,0.0,,,宝坻区,水果店
嗨鲜生麻辣小海鲜,0.0,,,百货大楼,海鲜
兴源饭庄,3.4,3,,宝坻区,新疆菜
木火铁锅炖,3.5,2,,宝坻区,东北菜
福旺政远路菜市场,0.0,,,宝坻区,生鲜
小辛码头农家乐2号院,3.6,10,,宝坻区,农家菜
黄焖鸡炸串,3.5,1,,宝坻区,炸鸡炸串
贤夫人云龙海鲜大世界,3.7,21,,宝坻区,海鲜
祥合爆米花,0.0,,,宝坻区,甜品
懒熊火锅中餐便利,0.0,,,宝坻区,生鲜
梭边鱼,3.5,1,,宝坻区,鱼火锅
如懿家壹品龙虾(汇丰广场店),3.7,44,97.0,怡购商业广场,小龙虾
佳佳乐生日蛋糕,0.0,,,宝坻区,面包烘焙
周良农贸市场,3.4,4,,宝坻区,水果生鲜
筱雪烘焙坊(白鹭湾花园店),0.0,1,,宝坻区,面包烘焙
优尔肥牛,3.8,180,64.0,宝坻区,火锅
尚客哆,0.0,,,宝坻区,面包烘焙
文涛水果商店,0.0,,,京津新城,水果店
大年小年百姓菜馆,3.5,14,,宝坻区,其他美食
山城水煮鱼,3.4,1,,宝坻区,川菜馆
砂锅居(进京路店),3.8,39,40.0,宝坻区,东北菜
小巷烧烤家常菜·羊蝎子,0.0,,,宝坻区政府,羊蝎子火锅
鸿涛烧烤海鲜火锅,0.0,,,宝坻区,海鲜
锅圈食汇火锅烧烤食材超市(宝鑫路店),0.0,,,宝坻区,生鲜
傻哥俩火锅鸡,3.7,22,61.0,京津新城,火锅
伊诚牛羊肉店,0.0,,,宝坻区,水果生鲜
郭靖烤全羊(宝坻京津新城店),3.6,34,,京津新城,融合烤肉
美益水果(开元路店),0.0,,,宝坻区,水果店
聚元楼饭店,3.5,3,,宝坻区,天津菜
福家小馆乡土菜,3.5,6,,宝坻区,特色菜
老城涮肉,3.0,61,114.0,宝坻区,炭火锅
灵龙羊汤馆,3.7,2,,宝坻区,快餐简餐
天津食品集团菜鲜丰农垦农产品店,0.0,,,宝坻区,生鲜
永盛酒楼,3.5,4,,宝坻区,其他中餐
新城巫山烤全鱼,3.5,14,,京津新城,烤鱼
会弟酒家,3.5,4,,宝坻区,江西菜
自助骨头馋,3.5,5,,宝坻区,自助餐
钰曦大酒店(开发区店),3.6,8,,宝坻区,天津菜
金水桥饭店,3.5,3,,宝坻区,天津菜
西城人家,3.5,4,,宝坻区,天津菜
聚缘食府饭店,3.5,2,,宝坻区,天津菜
龙海舞酒家,3.5,3,,宝坻区,天津菜
万隆大饭店,3.5,1,,宝坻区,天津菜
大众饭店(运家庄店),3.5,1,,宝坻区,天津菜
李记饭店(金台店),3.5,1,,宝坻区,天津菜
